Reading lines...
Read 6185 sentence pairs
Counting words...
Counted words:
ALL_SRC 129
ALL_TAR 31
Reading lines...
Read 4948 sentence pairs
Counting words...
Counted words:
TRAIN_SRC 129
TRAIN_TAR 31
sentence, trueltl, rank, variants, goodvariants
"avoid the blue room and go to the orange room .", "F ( orange_room & ~blue_room )", 0, 100, 47
"go to landmark three and then go to the yellow room .", "F ( landmark_3 & F ( yellow_room ) )", 0, 100, 48
"go to landmark two without leaving the orange room .", "F ( landmark_2 ) & G ( orange_room )", 0, 100, 37
"go to the yellow room then go to landmark one .", "F ( yellow_room & F ( landmark_1 ) )", 0, 100, 42
"avoid landmark one and move into the green room .", "F ( green_room & ~landmark_1 )", 0, 100, 52
"navigate to the yellow room always avoiding the purple room .", "F ( yellow_room & ~purple_room )", 0, 100, 41
"navigate to the second floor always avoiding the purple room .", "F ( second_floor & ~purple_room )", 0, 100, 44
"go to the red room by first visiting landmark two .", "F ( landmark_2 & F ( red_room ) )", 0, 100, 53
"go to the yellow room while avoiding the orange room and if you have reached the yellow room then you can go to the orange room .", "~ ( orange_room ) U ( yellow_room )", 2, 100, 46
"go to the green room through landmark three", "F ( landmark_3 & F ( green_room ) )", 0, 100, 30
"avoid the red room and navigate to the purple room .", "F ( purple_room & ~red_room )", 1, 100, 63
"go to the red room through the orange room .", "F ( orange_room & F ( red_room ) )", 0, 100, 44
"go to orange room but do not go to blue room .", "F ( orange_room & ~blue_room )", 0, 100, 35
"go through landmark three to the green room .", "F ( landmark_3 & F ( green_room ) )", 0, 100, 35
"go to the second floor but do not go through the green room first .", "~ ( green_room ) U ( second_floor )", 0, 100, 49
"go to the first floor before you navigate to landmark three .", "F ( first_floor & F ( landmark_3 ) )", 0, 100, 41
"do not go into the red room until going to landmark three", "~ ( red_room ) U ( landmark_3 )", 0, 100, 47
"go to the green room and if you have reached the green room you may proceed to the orange room or stay in the green room .", "~ ( orange_room ) U ( green_room )", 2, 100, 58
"go to landmark one avoid the blue room until you have been to the landmark .", "~ ( blue_room ) U ( landmark_1 )", 4, 100, 72
"go to the green room and if you have reached the green room you may proceed to the purple room or stay in the green room .", "~ ( purple_room ) U ( green_room )", 0, 100, 48
"go to the orange room through landmark three", "F ( landmark_3 & F ( orange_room ) )", 0, 100, 36
"go to the red room through the orange room", "F ( orange_room & F ( red_room ) )", 0, 100, 45
"navigate to the third floor via the yellow room .", "F ( yellow_room & F ( third_floor ) )", 0, 100, 44
"remain on the first floor and navigate to the purple room .", "F ( purple_room ) & G ( first_floor )", 0, 100, 39
"move to the green room and then move to landmark one .", "F ( green_room & F ( landmark_1 ) )", 0, 100, 42
"go to the first floor through the green room .", "F ( green_room & F ( first_floor ) )", 0, 100, 46
"from the third floor navigate to the yellow room .", "F ( third_floor & F ( yellow_room ) )", 0, 100, 37
"avoid landmark two and move into the green room .", "F ( green_room & ~landmark_2 )", 0, 100, 42
"do n t leave the blue room and go to landmark one .", "F ( landmark_1 ) & G ( blue_room )", 0, 100, 36
"go to the first floor . if you reached the first floor then you may go to the purple room .", "~ ( purple_room ) U ( first_floor )", 0, 100, 37
"avoid the orange room and go to landmark three . if you reached the green room you can now go to the orange room or stay on landmark three .", "~ ( orange_room ) U ( landmark_3 )", 0, 100, 52
"go through the yellow room to the orange room .", "F ( yellow_room & F ( orange_room ) )", 0, 100, 60
"stay in the green room to get to landmark three .", "F ( landmark_3 ) & G ( green_room )", 0, 100, 31
"travel through the green room then go to the red room .", "F ( green_room & F ( red_room ) )", 0, 100, 52
"avoid the first floor and the third floor and go to landmark one .", "F ( landmark_1 ) & G ( first_floor )", 1, 100, 29
"go through the orange room to the second floor .", "F ( orange_room & F ( second_floor ) )", 0, 100, 42
"visit the purple room and then move to the third floor .", "F ( purple_room & F ( third_floor ) )", 0, 100, 31
"go from the orange room to the green room", "F ( orange_room & F ( green_room ) )", 0, 100, 54
"move to landmark three and then proceed to the blue room .", "F ( landmark_3 & F ( blue_room ) )", 0, 100, 57
"navigate to the second floor through the red room .", "F ( red_room & F ( second_floor ) )", 0, 100, 40
"go to the blue room through the second floor", "F ( second_floor & F ( blue_room ) )", 0, 100, 50
"go to the orange room and then navigate to the purple room .", "F ( orange_room & F ( purple_room ) )", 0, 100, 53
"move to the red room avoiding landmark two . if you got to the red room then you can continue to landmark two .", "~ ( landmark_2 ) U ( red_room )", 0, 100, 51
"move to the first floor by going through the purple room", "F ( purple_room & F ( first_floor ) )", 0, 100, 36
"avoid the blue room until landmark three .", "~ ( blue_room ) U ( landmark_3 )", 0, 100, 45
"go from the third floor to landmark one .", "F ( third_floor & F ( landmark_1 ) )", 0, 100, 40
"avoid the yellow room until you enter the green room .", "~ ( yellow_room ) U ( green_room )", 1, 100, 59
"go to landmark three and then the orange room", "F ( landmark_3 & F ( orange_room ) )", 0, 100, 51
"go to the orange room then go to the red room .", "F ( orange_room & F ( red_room ) )", 0, 100, 42
"move to the green room and then the red room .", "F ( green_room & F ( red_room ) )", 1, 100, 56
"remain on the third floor and navigate to the purple room .", "F ( purple_room ) & G ( third_floor )", 0, 100, 39
"always go through landmark three and then to the yellow room .", "F ( landmark_3 & F ( yellow_room ) )", 0, 100, 48
"go through the third floor to the red room .", "F ( third_floor & F ( red_room ) )", 0, 100, 46
"go to the blue room and then go to the red room .", "F ( blue_room & F ( red_room ) )", 0, 100, 56
"go directly to landmark three and do not leave the red room .", "F ( landmark_3 ) & G ( red_room )", 0, 100, 27
"avoid the red room", "F ( second_floor & ~red_room )", 2, 100, 49
"go to the twond floor avoiding the blue room . if you reached the first floor you can stay there or head to the blue room .", "~ ( blue_room ) U ( first_floor )", 0, 100, 65
"go to the threerd floor but avoid landmark three .", "F ( second_floor & ~landmark_3 )", 1, 100, 66
"go to the purple room then proceed to landmark three .", "F ( purple_room & F ( landmark_3 ) )", 0, 100, 43
"always avoid the red room and go to the green room .", "F ( green_room & ~red_room )", 0, 100, 65
"go to the yellow room then go to the second floor .", "F ( yellow_room & F ( second_floor ) )", 0, 100, 34
"move to the purple room avoiding landmark two . if you got to the purple room then you can continue to landmark two .", "~ ( landmark_2 ) U ( purple_room )", 0, 100, 37
"go to landmark two and then the green room", "F ( landmark_2 & F ( green_room ) )", 0, 100, 49
"go to landmark one and avoid the yellow room .", "F ( landmark_1 & ~yellow_room )", 0, 100, 63
"go to landmark three .", "F ( landmark_3 ) & G ( third_floor )", -1, 100, 14
"go to landmark three and always avoid the red room", "F ( landmark_3 & ~red_room )", 0, 100, 29
"avoid the blue room until after going to the third floor .", "~ ( blue_room ) U ( third_floor )", 0, 100, 49
"avoid the red room until you navigate to landmark one .", "~ ( red_room ) U ( landmark_1 )", 0, 100, 55
"stay in the red room and go to landmark three and stop", "F ( landmark_3 ) & G ( red_room )", 0, 100, 36
"start on the threerd floor go directly to the onest floor .", "F ( third_floor & F ( second_floor ) )", 5, 100, 53
"go through the purple room then to the first floor .", "F ( purple_room & F ( first_floor ) )", 0, 100, 25
"avoid the green room navigate to the red room .", "F ( red_room & ~green_room )", 0, 100, 32
"go from the purple room to the green room", "F ( purple_room & F ( green_room ) )", 0, 100, 51
"go to the blue room avoiding landmark three .", "F ( blue_room & ~landmark_3 )", 0, 100, 66
"avoid the red room until you go to landmark two .", "~ ( red_room ) U ( landmark_2 )", 0, 100, 66
"avoid the green room and navigate to the orange room .", "F ( orange_room & ~green_room )", 0, 100, 31
"go to the red room by avoiding landmark one . if you reached the red room then you can proceed to landmark one .", "~ ( landmark_1 ) U ( red_room )", 0, 100, 55
"stay on the first floor and go to landmark two .", "F ( landmark_2 ) & G ( first_floor )", 0, 100, 46
"always navigate to orange room and then proceed to first floor .", "F ( orange_room & F ( first_floor ) )", 0, 100, 32
"go to the first floor but never go to the purple room .", "F ( first_floor & ~purple_room )", 0, 100, 41
"move to the yellow room and then the red room .", "F ( yellow_room & F ( red_room ) )", 0, 100, 50
"avoid landmark one until reaching the blue room .", "~ ( landmark_1 ) U ( blue_room )", 0, 100, 47
"go to the purple room by avoiding landmark two . if you reached the purple room then you can proceed to landmark two .", "~ ( landmark_2 ) U ( purple_room )", 0, 100, 37
"navigate to the red room through the green room .", "F ( green_room & F ( red_room ) )", 1, 100, 51
"avoid the yellow room until navigating to the purple room .", "~ ( yellow_room ) U ( purple_room )", 0, 100, 65
"always go through the green room to get to the purple room .", "F ( green_room & F ( purple_room ) )", 3, 100, 48
"go to landmark three before going to the green room", "F ( landmark_3 & F ( green_room ) )", 0, 100, 40
"navigate to the red room staying on the first floor .", "F ( red_room ) & G ( first_floor )", 0, 100, 45
"stay on the first floor while navigating to landmark one .", "F ( landmark_1 ) & G ( first_floor )", 0, 100, 35
"go to the red room but do not enter the purple room first .", "~ ( purple_room ) U ( red_room )", 1, 100, 53
"go through landmark one and navigate to the red room .", "F ( landmark_1 & F ( red_room ) )", 0, 100, 36
"do n t go into the yellow room until going to landmark one", "~ ( yellow_room ) U ( landmark_1 )", 0, 100, 52
"navigate to the yellow room but never go to the blue room .", "F ( yellow_room & ~blue_room )", 0, 100, 37
"navigate to the first floor before going to the red room .", "F ( first_floor & F ( red_room ) )", 0, 100, 45
"go to landmark one without changing floors .", "F ( landmark_1 ) & G ( second_floor )", 2, 100, 42
"pass through the yellow room before going to the second floor .", "F ( yellow_room & F ( second_floor ) )", 0, 100, 34
"always avoid the red room go to landmark two .", "F ( landmark_2 & ~red_room )", 0, 100, 43
"avoid the yellow room until navigating to the red room .", "~ ( yellow_room ) U ( red_room )", 0, 100, 54
"always avoid going to landmark one through the purple room", "~ ( purple_room ) U ( landmark_1 )", 0, 100, 54
"go to the second floor but avoid landmark two .", "F ( second_floor & ~landmark_2 )", 0, 100, 49
"go to landmark two while always avoiding the purple room .", "F ( landmark_2 & ~purple_room )", 0, 100, 34
"go through landmark three and then to the onest floor .", "F ( landmark_3 & F ( second_floor ) )", 1, 100, 26
"move to the yellow room but ensure to go to the twond floor first .", "F ( first_floor & F ( yellow_room ) )", 0, 100, 59
"head to the orange room but first go to the first floor .", "F ( first_floor & F ( orange_room ) )", 0, 100, 62
"go to or through the blue room always avoid going to the blue room through the red room", "~ ( red_room ) U ( blue_room )", 0, 100, 71
"without leaving the orange room go to landmark two .", "F ( landmark_2 ) & G ( orange_room )", 0, 100, 33
"avoid the yellow room until after navigating to the green room .", "~ ( yellow_room ) U ( green_room )", 2, 100, 51
"go to landmark three but always avoid landmark one .", "F ( landmark_3 & ~landmark_1 )", 0, 100, 36
"go to landmark two but remain on the first floor .", "F ( landmark_2 ) & G ( first_floor )", 0, 100, 33
"go to or through the first floor always avoid going through the purple room", "~ ( purple_room ) U ( first_floor )", 0, 100, 49
"navigate to the red room but never go to the purple room .", "F ( red_room & ~purple_room )", 0, 100, 41
"go to the yellow room and if you have reached the yellow room you may proceed to the orange room or stay in the yellow room .", "~ ( orange_room ) U ( yellow_room )", 3, 100, 50
"avoid the yellow room until you go to the orange room .", "~ ( yellow_room ) U ( orange_room )", 0, 100, 44
"stay on the second floor while going to the yellow room .", "F ( yellow_room ) & G ( second_floor )", 0, 100, 28
"go from the third floor to the red room .", "F ( third_floor & F ( red_room ) )", 0, 100, 42
"go to the first floor but never go to the orange room .", "F ( first_floor & ~orange_room )", 0, 100, 51
"avoid the blue room on your way to landmark two .", "~ ( blue_room ) U ( landmark_2 )", 0, 100, 58
"go to the green room only through the onest floor", "F ( green_room ) & G ( third_floor )", 0, 100, 54
"go to the twond floor and then go to the orange room .", "F ( first_floor & F ( orange_room ) )", 1, 100, 48
"go to or through the green room . always avoid going to the green room through landmark three", "~ ( landmark_3 ) U ( green_room )", 0, 100, 41
"go to landmark two by only stepping in the yellow room .", "F ( landmark_2 ) & G ( yellow_room )", 0, 100, 43
"avoid landmark one until reaching the green room .", "~ ( landmark_1 ) U ( green_room )", 0, 100, 55
"go from the twond floor to the purple room", "F ( first_floor & F ( purple_room ) )", 1, 100, 47
"navigate to the third floor then continue to landmark three .", "F ( third_floor & F ( landmark_3 ) )", 0, 100, 41
"stay on the first floor while navigating to landmark three .", "F ( landmark_3 ) & G ( first_floor )", 0, 100, 36
"avoid the orange room and navigate to the purple room .", "F ( purple_room & ~orange_room )", 0, 100, 44
"go to landmark one then go to the orange room .", "F ( landmark_1 & F ( orange_room ) )", 0, 100, 35
"go to the second floor via the red room .", "F ( red_room & F ( second_floor ) )", 0, 100, 42
"always pass landmark three before landmark two .", "F ( landmark_3 & F ( landmark_2 ) )", 1, 100, 55
"go to landmark one without leaving yellow room .", "F ( landmark_1 ) & G ( yellow_room )", 0, 100, 43
"go to the red room by avoiding landmark three . if you reached the red room then you can proceed to landmark three .", "~ ( landmark_3 ) U ( red_room )", 0, 100, 41
"got to landmark two through the green room .", "F ( landmark_2 ) & G ( second_floor )", 6, 100, 26
"remain on the onest floor and go directly to the orange room .", "F ( orange_room ) & G ( first_floor )", 1, 100, 44
"go to landmark one without changing floors .", "F ( landmark_1 ) & G ( first_floor )", 1, 100, 42
"move to the blue room and then move to landmark one .", "F ( blue_room & F ( landmark_1 ) )", 0, 100, 41
"proceed to landmark two but avoid landmark one on the way . if you have reached landmark two then you can proceed to landmark one .", "~ ( landmark_1 ) U ( landmark_2 )", 0, 100, 68
"go to the yellow room through the purple room .", "F ( purple_room & F ( yellow_room ) )", 0, 100, 67
"go through the first floor to the second floor .", "F ( first_floor & F ( second_floor ) )", 1, 100, 38
"go to landmark one then go to landmark two .", "F ( landmark_1 & F ( landmark_2 ) )", 0, 100, 50
"go to or through the purple room . always avoid going to the purple room through landmark three", "~ ( landmark_3 ) U ( purple_room )", 0, 100, 33
"go to landmark one only through the twond floor", "F ( landmark_1 ) & G ( third_floor )", 0, 100, 48
"go to the blue room and avoid landmark two .", "F ( blue_room & ~landmark_2 )", 0, 100, 50
"stay on the third floor and navigate to landmark one .", "F ( landmark_1 ) & G ( third_floor )", 0, 100, 32
"avoid the red room until you navigate to landmark two .", "~ ( red_room ) U ( landmark_2 )", 0, 100, 68
"advance to landmark two but always avoid the orange room .", "F ( landmark_2 & ~orange_room )", 0, 100, 29
"avoid landmark three until you go to the yellow room .", "~ ( landmark_3 ) U ( yellow_room )", 0, 100, 53
"proceed to the orange room by going through the green room .", "F ( green_room & F ( orange_room ) )", 1, 100, 50
"avoid the blue room until passing landmark three .", "~ ( blue_room ) U ( landmark_3 )", 0, 100, 47
"go to landmark three and then go to the onest floor .", "F ( landmark_3 & F ( third_floor ) )", 2, 100, 25
"go from the second floor to the orange room .", "F ( second_floor & F ( orange_room ) )", 0, 100, 41
"go to landmark one then down to the blue room .", "F ( landmark_1 & F ( blue_room ) )", 0, 100, 45
"navigate to the first floor before going to landmark one .", "F ( first_floor & F ( landmark_1 ) )", 0, 100, 52
"go to the third floor by first going through the blue room .", "F ( blue_room & F ( third_floor ) )", 0, 100, 37
"go through the yellow room before going to landmark three", "F ( yellow_room & F ( landmark_3 ) )", -1, 100, 0
"go through the second floor to landmark two .", "F ( second_floor & F ( landmark_2 ) )", 0, 100, 44
"go to landmark three only through the twond floor", "F ( landmark_3 ) & G ( first_floor )", 1, 100, 36
"go to the second floor after going to the third floor .", "F ( third_floor & F ( second_floor ) )", 1, 100, 37
"go to the threerd floor but do not go to landmark two .", "F ( second_floor & ~landmark_2 )", 2, 100, 59
"move to the blue room avoiding landmark one . if you got to the blue room then you can continue to landmark one .", "~ ( landmark_1 ) U ( blue_room )", 0, 100, 57
"go to the blue room without going to landmark three .", "F ( blue_room & ~landmark_3 )", 0, 100, 68
"navigate through landmark two to the second floor .", "F ( landmark_2 & F ( second_floor ) )", 0, 100, 44
"avoid the red room navigate to the green room .", "F ( green_room & ~red_room )", 0, 100, 60
"always avoid landmark one and navigate to landmark three .", "F ( landmark_3 & ~landmark_1 )", 0, 100, 46
"avoid the yellow room before you navigate to the second floor .", "~ ( yellow_room ) U ( second_floor )", 0, 100, 33
"go to the first floor but do not go through the blue room first .", "~ ( blue_room ) U ( first_floor )", 0, 100, 51
"move to the red room and then the green room .", "F ( red_room & F ( green_room ) )", 3, 100, 57
"move towards purple room and then to first floor .", "F ( purple_room & F ( first_floor ) )", 0, 100, 29
"remain on the onest floor and go directly to the orange room .", "F ( orange_room ) & G ( third_floor )", 0, 100, 44
"go to the third floor then go to the green room", "F ( third_floor & F ( green_room ) )", 0, 100, 39
"move to the purple room then continue to the yellow room .", "F ( purple_room & F ( yellow_room ) )", 0, 100, 46
"go to landmark two and then go to the second floor .", "F ( landmark_2 & F ( second_floor ) )", 0, 100, 38
"go to the red room without going through the orange room .", "~ ( orange_room ) U ( red_room )", 1, 100, 50
"move to the blue room and then the green room .", "F ( blue_room & F ( green_room ) )", 0, 100, 59
"first go to landmark one then go to the green room .", "F ( landmark_1 & F ( green_room ) )", 0, 100, 35
"avoid landmark two and go to the first floor .", "F ( first_floor & ~landmark_2 )", 0, 100, 38
"travel through the red room then go to the green room .", "F ( red_room & F ( green_room ) )", 3, 100, 63
"go to the yellow room by avoiding landmark one and then stay in the yellow room or continue to landmark one", "~ ( landmark_1 ) U ( yellow_room )", 0, 100, 51
"head to landmark two after going to the yellow room .", "F ( yellow_room & F ( landmark_2 ) )", 0, 100, 58
"go through the red room and navigate to the first floor .", "F ( red_room & F ( first_floor ) )", 0, 100, 53
"travel to the onest floor and then go to landmark two .", "F ( first_floor & F ( landmark_2 ) )", 0, 100, 53
"go through landmark one on your way to the first floor .", "F ( landmark_1 & F ( first_floor ) )", 0, 100, 37
"avoid the green room navigate to the orange room .", "F ( orange_room & ~green_room )", 0, 100, 26
"stay in the yellow room and go to landmark one and stop", "F ( landmark_1 ) & G ( yellow_room )", 0, 100, 38
"go to the green room avoiding landmark one .", "F ( green_room & ~landmark_1 )", 0, 100, 38
"navigate to the yellow room always avoiding the blue room .", "F ( yellow_room & ~blue_room )", 0, 100, 33
"go to the third floor avoiding the blue room . if you get to third floor you can then proceed to the blue room", "~ ( blue_room ) U ( third_floor )", 0, 100, 48
"move to the green room but ensure to go to the twond floor first .", "F ( second_floor & F ( green_room ) )", 2, 100, 55
"avoid landmark two until after the yellow room", "~ ( landmark_2 ) U ( yellow_room )", 0, 100, 62
"go to anywhere on the first floor .", "F ( first_floor )", -1, 100, 41
"go through the yellow room to the red room .", "F ( yellow_room & F ( red_room ) )", 0, 100, 62
"go to the red room through the second floor", "F ( second_floor & F ( red_room ) )", 0, 100, 45
"avoid the blue room until reaching the first floor .", "~ ( blue_room ) U ( first_floor )", 0, 100, 54
"got to landmark three through the green room .", "F ( landmark_3 ) & G ( first_floor )", 2, 100, 44
"avoid the purple room and go to the green room .", "F ( green_room & ~purple_room )", 0, 100, 52
"go from twond floor to green room .", "F ( second_floor & F ( green_room ) )", 0, 100, 50
"always avoid the red room and navigate to the second floor .", "F ( second_floor & ~red_room )", 0, 100, 49
"go to the blue room and then navigate to the orange room .", "F ( blue_room & F ( orange_room ) )", 0, 100, 47
"navigate to the purple room then continue to landmark three .", "F ( purple_room & F ( landmark_3 ) )", 0, 100, 36
"go to the green room then go to the purple room .", "F ( green_room & F ( purple_room ) )", 3, 100, 51
"go to landmark two through landmark one", "F ( landmark_1 & F ( landmark_2 ) )", 0, 100, 57
"go to the purple room by avoiding landmark three . if you reached the purple room then you can proceed to landmark three .", "~ ( landmark_3 ) U ( purple_room )", 3, 100, 46
"avoid the orange room on your way to the green room . once you get to the green room you can to the orange room .", "~ ( orange_room ) U ( green_room )", 0, 100, 39
"go to the purple room and then go to the red room .", "F ( purple_room & F ( red_room ) )", 0, 100, 52
"go from the first floor to the blue room .", "F ( first_floor & F ( blue_room ) )", 0, 100, 39
"move to landmark one but go through the purple room first .", "F ( purple_room & F ( landmark_1 ) )", 0, 100, 56
"first move to landmark one then navigate to the yellow room .", "F ( landmark_1 & F ( yellow_room ) )", 0, 100, 50
"avoid the orange room until after navigating to the yellow room .", "~ ( orange_room ) U ( yellow_room )", 0, 100, 50
"go to the second floor . if you reached the second floor then you may go to the purple room .", "~ ( purple_room ) U ( second_floor )", 0, 100, 44
"go through the blue room before going to landmark three", "~ ( landmark_3 ) U ( blue_room )", -1, 100, 0
"go to the orange room without touching landmark one .", "F ( orange_room & ~landmark_1 )", 0, 100, 33
"go to the green room without going to the purple room .", "F ( green_room & ~purple_room )", 0, 100, 38
"go through the red room before going to landmark one", "F ( red_room & F ( landmark_1 ) )", -1, 100, 0
"go to the second floor by first going to the third floor .", "F ( third_floor & F ( second_floor ) )", 0, 100, 45
"navigate to the second floor through the first floor .", "F ( first_floor & F ( second_floor ) )", 1, 100, 44
"stay in the orange room and go to landmark two and stop", "F ( landmark_2 ) & G ( orange_room )", 0, 100, 35
"always avoid landmark two and go to the orange room .", "F ( orange_room & ~landmark_2 )", 0, 100, 45
"visit the second floor and then proceed to the first floor .", "F ( second_floor & F ( first_floor ) )", 1, 100, 33
"navigate through landmark three and go to the orange room .", "F ( landmark_3 & F ( orange_room ) )", 0, 100, 38
"go to red room and then to green room", "F ( red_room & F ( green_room ) )", 2, 100, 59
"avoid the yellow room until going through landmark three .", "~ ( yellow_room ) U ( landmark_3 )", 0, 100, 57
"avoid the purple room until you enter the green room .", "~ ( purple_room ) U ( green_room )", 0, 100, 48
"go to landmark one then down to the orange room .", "F ( landmark_1 & F ( orange_room ) )", 0, 100, 37
"move to the first floor travelling through landmark three .", "F ( landmark_3 & F ( first_floor ) )", 0, 100, 30
"go to the red room through the twond floor", "F ( second_floor & F ( red_room ) )", 0, 100, 49
"avoid the green room until you go to the red room .", "~ ( green_room ) U ( red_room )", 0, 100, 49
"go through the yellow room before going to landmark one", "~ ( landmark_1 ) U ( yellow_room )", -1, 100, 0
"go to landmark three before going to the first floor .", "F ( landmark_3 & F ( first_floor ) )", 0, 100, 27
"go to landmark two avoiding the blue room . then go to the blue room or stay on landmark two .", "~ ( blue_room ) U ( landmark_2 )", 0, 100, 56
"go through the blue room to landmark one .", "F ( blue_room & F ( landmark_1 ) )", 0, 100, 49
"go to the blue room avoiding the green room . only if you reached the blue room then you may proceed to the green room .", "~ ( green_room ) U ( blue_room )", 0, 100, 70
"go through the first floor to the orange room .", "F ( first_floor & F ( orange_room ) )", 0, 100, 46
"move to the green room without leaving the third floor .", "F ( green_room ) & G ( third_floor )", 0, 100, 33
"pass through the purple room before going to the second floor .", "F ( purple_room & F ( second_floor ) )", 0, 100, 33
"always avoid landmark one and go to the green room .", "F ( green_room & ~landmark_1 )", 0, 100, 47
"go to second floor without going into the blue room", "F ( second_floor & ~blue_room )", 1, 100, 44
"go to the second floor and avoid landmark three .", "F ( second_floor & ~landmark_3 )", 0, 100, 61
"go to the green room without going to the yellow room .", "F ( green_room & ~yellow_room )", 0, 100, 48
"always avoid the orange room go to landmark one .", "F ( landmark_1 & ~orange_room )", 0, 100, 33
"go from the yellow room to the orange room", "F ( yellow_room & F ( orange_room ) )", 0, 100, 62
"avoid the blue room and go to the third floor . if you reached the third floor then you may go to the blue room or just stay on the third floor .", "~ ( blue_room ) U ( third_floor )", 0, 100, 41
"head to landmark two after going to the red room .", "F ( red_room & F ( landmark_2 ) )", 0, 100, 68
"go to landmark one then go to the third floor .", "F ( landmark_1 & F ( third_floor ) )", 0, 100, 37
"stay on the third floor and move to landmark two .", "F ( landmark_2 ) & G ( third_floor )", 0, 100, 39
"go to the third floor then go to the purple room", "F ( third_floor & F ( purple_room ) )", 0, 100, 42
"avoid the green room until reaching the third floor .", "~ ( green_room ) U ( third_floor )", 0, 100, 33
"stay on the first floor while going to the orange room .", "F ( orange_room ) & G ( first_floor )", 0, 100, 38
"always avoid the purple room to navigate to landmark three .", "F ( landmark_3 & ~purple_room )", 0, 100, 43
"while always avoiding the purple room go to landmark one .", "F ( landmark_1 & ~purple_room )", 0, 100, 44
"navigate to the orange room then continue to landmark three .", "F ( orange_room & F ( landmark_3 ) )", 0, 100, 32
"avoid the orange room on your way to landmark one .", "~ ( orange_room ) U ( landmark_1 )", 0, 100, 44
"navigate to the yellow room through the blue room .", "F ( blue_room & F ( yellow_room ) )", 0, 100, 52
"go to anywhere on the second floor .", "F ( second_floor )", -1, 100, 23
"go to the yellow room without ever leaving the first floor .", "F ( yellow_room ) & G ( first_floor )", 0, 100, 45
"move to the first floor travelling through landmark two .", "F ( landmark_2 & F ( first_floor ) )", 0, 100, 37
"avoid the purple room until after you ve gone to the yellow room .", "~ ( purple_room ) U ( yellow_room )", 0, 100, 56
"go to the third floor without going to the orange room .", "F ( third_floor & ~orange_room )", 0, 100, 41
"go to the blue room and if you have reached the blue room you may proceed to the red room or stay in the blue room .", "~ ( red_room ) U ( blue_room )", 2, 100, 50
"avoid the purple room and go to the yellow room .", "F ( yellow_room & ~purple_room )", 0, 100, 45
"without stepping outside of the red room go to landmark three .", "F ( landmark_3 ) & G ( red_room )", 0, 100, 34
"go to landmark three from the second floor only .", "F ( landmark_3 ) & G ( second_floor )", 0, 100, 32
"go to the yellow room through the twond floor", "F ( second_floor & F ( yellow_room ) )", 0, 100, 55
"while remaining within the blue room go to landmark three .", "F ( landmark_3 ) & G ( blue_room )", 0, 100, 28
"go to the blue room without going to another floor .", "F ( blue_room ) & G ( second_floor )", 2, 100, 48
"avoid the purple room on your way to the orange room . once you get to the orange room you can to the purple room .", "~ ( purple_room ) U ( orange_room )", 0, 100, 25
"avoid landmark one and go to the orange room .", "F ( orange_room & ~landmark_1 )", 0, 100, 38
"head to landmark one without changing floors .", "F ( landmark_1 ) & G ( second_floor )", 2, 100, 51
"go to landmark one while always avoiding the yellow room", "F ( landmark_1 & ~yellow_room )", 0, 100, 58
"avoid landmark one until you pass through orange room .", "~ ( landmark_1 ) U ( orange_room )", 0, 100, 30
"go directly to landmark two by only moving in the green room .", "F ( landmark_2 ) & G ( green_room )", 0, 100, 35
"go from twond floor to purple room .", "F ( first_floor & F ( purple_room ) )", 1, 100, 52
"pass through landmark three on your way to the second floor .", "F ( landmark_3 & F ( second_floor ) )", 0, 100, 35
"go through the purple room to the orange room .", "F ( purple_room & F ( orange_room ) )", 0, 100, 50
"go to the yellow room while always avoiding the red room", "F ( yellow_room & ~red_room )", 0, 100, 40
"move towards blue room and then to first floor .", "F ( blue_room & F ( first_floor ) )", 0, 100, 34
"head to landmark two without changing floors .", "F ( landmark_2 ) & G ( first_floor )", 1, 100, 52
"avoid the blue room and travel to the purple room .", "F ( purple_room & ~blue_room )", 0, 100, 43
"avoid the purple room until you go to the orange room .", "~ ( purple_room ) U ( orange_room )", 0, 100, 39
"move to the first floor by going through the orange room", "F ( orange_room & F ( first_floor ) )", 0, 100, 41
"go to the green room without touching landmark one .", "F ( green_room & ~landmark_3 )", 4, 100, 41
"go to landmark three and remain within the orange room .", "F ( landmark_3 ) & G ( orange_room )", 0, 100, 29
"navigate to the third floor but do n t ever go to landmark one .", "F ( third_floor & ~landmark_1 )", 0, 100, 40
"avoid the red room until after you ve gone to the orange room .", "~ ( red_room ) U ( orange_room )", 0, 100, 46
"go directly to landmark two by only moving in the blue room .", "F ( landmark_2 ) & G ( blue_room )", 0, 100, 31
"stay on the third floor and move to landmark one .", "F ( landmark_1 ) & G ( third_floor )", 0, 100, 33
"first navigate to the yellow room then make your way to the purple room .", "F ( yellow_room & F ( purple_room ) )", 0, 100, 49
"navigate directly to landmark one .", "F ( landmark_1 )", 0, 100, 20
"stay on the first floor while going to the purple room .", "F ( purple_room ) & G ( first_floor )", 0, 100, 33
"avoid the purple room and go to landmark two . if you reached the green room you can now go to the purple room or stay on landmark two .", "~ ( purple_room ) U ( landmark_2 )", 3, 100, 50
"avoid the yellow room on your way to landmark two .", "~ ( yellow_room ) U ( landmark_2 )", 1, 100, 56
"move to landmark three after moving to the second floor .", "F ( second_floor & F ( landmark_3 ) )", 0, 100, 42
